9083;Constable Pacification Suit [SRM] (Sqd6);BA;1;2;0.75;318;15|254|16|257
9216;Constable Pacification Suit [Sensor] (Sqd6);BA;1;2;0.75;318;15|254|16|257
9041;Sylph Battle Armor XR (Sqd6);BA;1;2;0.75;338;14
8888;Gray Death Scout Suit "The Willow Wisps" (Sqd6);BA;1;3;0.75;348;NOTAVAILABLE
8952;Sylph Battle Armor (Upgrade) (Sqd6);BA;1;2;0.75;368;247|14|15|254|16|257
8587;Sylph Battle Armor (Sqd5);BA;1;2;0.75;377;13|247|14|15|254|16|257
8951;Sylph Battle Armor (Sqd6);BA;1;2;0.75;485;13|247|14|15|254|16|257
5171;Sylph Battle Armor (Enhanced) (Sqd4);BA;1;2;0.8;164;15|254|16|257
8678;Sylph Battle Armor (Enhanced) (Sqd5);BA;1;2;0.8;221;15|254|16|257
8384;Sylph Battle Armor "Tinkerbelle" (Sqd4);BA;1;2;0.8;271;16|257
9042;Sylph Battle Armor (Enhanced) (Sqd6);BA;1;2;0.8;284;15|254|16|257
7671;Water Elemental Mining Suit (Sqd5);BA;1;2;1;142;11|255|256|13|247|14
9253;Elemental Battle Armor (Headhunter) (Sqd3);BA;1;2;1;155;13|247|14|15|254|16|257
3677;Afreet Medium Battle Armor (Hell's Horses) (Sqd4);BA;1;2;1;164;14|15|254|16|257
6234;Buraq Fast Battle Armor (Hunter-Killer) (Sqd4);BA;1;2;1;168;254|16|257
16;Afreet Medium Battle Armor (Interdictor) (Sqd4);BA;1;2;1;189;14|15|254|16|257
9211;Salamander Battle Armor (Sqd3);BA;1;2;1;191;13|247|14|15|254|16|257
6233;Buraq Fast Battle Armor (Sqd4);BA;1;2;1;199;254|16|257
3351;Undine Battle Armor (Sqd4);BA;1;2;1;203;13|247|14|15|254|16|257
8030;Longinus C Battle Armor [PPC] (Sqd4);ba;1;3;1;203;16|257
9210;Elemental Battle Armor [MG] (Sqd3);BA;1;2;1;208;11|255|256|13|247|14|15|254|16|257
9206;Elemental Battle Armor [Flamer] (Sqd3);BA;1;2;1;208;11|255|256|13|247|14|15|254|16|257
9207;Elemental Battle Armor [HMG] (Sqd3);BA;1;2;1;213;13|247|14|15|254|16|257
953;Elemental Battle Armor (Space) [Flamer] (Sqd4);BA;1;2;1;216;255|256|13|247|14|15|254|16|257
954;Elemental Battle Armor (Space) [MG] (Sqd4);BA;1;2;1;216;255|256|13|247|14|15|254|16|257
3679;Afreet Medium Battle Armor (Sqd4);BA;1;2;1;217;247|14|15|254|16|257
9205;Elemental Battle Armor [ERMicroL] (Sqd3);BA;1;2;1;219;13|247|14|15|254|16|257
8602;Afreet Medium Battle Armor (Hell's Horses) (Sqd5);BA;1;2;1;221;14|15|254|16|257
952;Elemental Battle Armor (Headhunter) (Sqd4);BA;1;2;1;223;13|247|14|15|254|16|257
8723;Buraq Fast Battle Armor (Hunter-Killer) (Sqd5);BA;1;2;1;226;254|16|257
9506;Cavalier II Battle Armor [Flamer] (Sqd4);BA;1;3;1;229;16|257
9208;Elemental Battle Armor [Laser] (Sqd3);BA;1;2;1;230;11|255|256|13|247|14|15|254|16|257
3957;Clan Medium Battle Armor "Rabid" (Sqd4);BA;1;2;1;241;247|14|15|254|16|257
9209;Elemental Battle Armor [MicroPL] (Sqd3);BA;1;2;1;247;13|247|14|15|254|16|257
3955;Clan Medium Battle Armor (Laser)  "Volk" (Sqd4);BA;1;2;1;250;14|15|254|16|257
8020;Cavalier II Battle Armor [SRM] (Sqd4);BA;1;3;1;252;16|257
8478;Afreet Medium Battle Armor (Interdictor) (Sqd5);BA;1;2;1;255;14|15|254|16|257
9437;Callisto Battle Armor A [Bearhunter] (Sqd4);BA;1;2;1;256;16|257
9382;Dragoon Battle Armor (Advanced) (Sqd4);BA;1;3;1;257;14|15|254|16|257
7307;Surat (Gray Death) Solahma Suit (Sqd4);BA;1;3;1;265;15|254|16|257
8457;Elemental III Battle Armor [Flamer] (Sqd4);BA;1;2;1;266;15|254|16|257
6368;Oni Battle Armor [Bearhunter] (Sqd4);BA;1;3;1;267;16|257
8722;Buraq Fast Battle Armor (Sqd5);BA;1;2;1;268;254|16|257
3956;Clan Medium Battle Armor (Naval) "Bär" (Sqd4);BA;1;2;1;269;14|15|254|16|257
955;Elemental Battle Armor (Space) [MicroPL] (Sqd4);BA;1;2;1;272;247|14|15|254|16|257
9443;Callisto Battle Armor A [HMG] (Sqd4);BA;1;2;1;272;16|257
9214;Longinus C Battle Armor [PPC] (Sqd5);ba;1;3;1;273;16|257
8596;Undine Battle Armor (Sqd5);BA;1;2;1;273;13|247|14|15|254|16|257
635;Clan Medium Battle Armor "Rache" (Sqd4);BA;1;2;1;276;14|15|254|16|257
2789;Salamander Battle Armor (Sqd4);BA;1;2;1;276;13|247|14|15|254|16|257
9440;Callisto Battle Armor A [ER Laser] (Sqd4);BA;1;2;1;280;16|257
6729;Gray Death Strike Suit (Harjel) (Sqd4);BA;1;3;1;285;254|16|257
8966;Afreet Medium Battle Armor (Hell's Horses) (Sqd6);BA;1;2;1;285;14|15|254|16|257
9086;Buraq Fast Battle Armor (Hunter-Killer) (Sqd6);BA;1;2;1;290;254|16|257
6237;Wraith Battle Armor (Anti-Infantry) (Sqd4);BA;1;2;1;290;254|16|257
6236;Wraith Battle Armor (Sqd4);BA;1;2;1;291;254|16|257
8490;Elemental Battle Armor (Space) [Flamer] (Sqd5);BA;1;2;1;291;255|256|13|247|14|15|254|16|257
8491;Elemental Battle Armor (Space) [MG] (Sqd5);BA;1;2;1;291;255|256|13|247|14|15|254|16|257
2788;Salamander Battle Armor (Laser) (Sqd4);BA;1;2;1;292;247|14|15|254|16|257
8604;Afreet Medium Battle Armor (Sqd5);BA;1;2;1;292;247|14|15|254|16|257
2787;Salamander Battle Armor (Anti-Infantry) (Sqd4);BA;1;2;1;293;14|15|254|16|257
8019;Cavalier II Battle Armor [PPC] (Sqd4);BA;1;3;1;293;16|257
9204;Elemental Battle Armor [AP Gauss] (Sqd3);BA;1;2;1;297;14|15|254|16|257
950;Elemental Battle Armor (Fire) [Flamer] (Sqd4);BA;1;2;1;299;14|15|254|16|257
6367;Oni Battle Armor [Narc] (Sqd4);BA;1;3;1;299;16|257
958;Elemental Battle Armor [Flamer] (Sqd4);BA;1;2;1;300;11|255|256|13|247|14|15|254|16|257
961;Elemental Battle Armor [MG] (Sqd4);BA;1;2;1;300;11|255|256|13|247|14|15|254|16|257
8489;Elemental Battle Armor (Headhunter) (Sqd5);BA;1;2;1;300;13|247|14|15|254|16|257
959;Elemental Battle Armor [HMG] (Sqd4);BA;1;2;1;308;13|247|14|15|254|16|257
9513;Cavalier II Battle Armor [Flamer] (Sqd5);BA;1;3;1;308;16|257
9438;Callisto Battle Armor A [Bearhunter] (Sqd5);BA;1;2;1;315;16|257
957;Elemental Battle Armor [ERMicroL] (Sqd4);BA;1;2;1;316;13|247|14|15|254|16|257
8458;Elemental III Battle Armor [MicroPL] (Sqd4);BA;1;2;1;323;15|254|16|257
8611;Clan Medium Battle Armor "Rabid" (Sqd5);BA;1;2;1;325;247|14|15|254|16|257
3678;Afreet Medium Battle Armor (Jade Falcon) (Sqd4);BA;1;2;1;326;14|15|254|16|257
8843;Afreet Medium Battle Armor (Interdictor) (Sqd6);BA;1;2;1;327;14|15|254|16|257
4236;Gray Death Strike Suit (Prototype) (Sqd4);BA;1;3;1;328;14
5615;Purifier Terra Battle Armor [MRR] (Sqd4);BA;1;3;1;328;14|15|254|16|257
6235;Buraq Fast Battle Armor (Support) (Sqd4);BA;1;2;1;330;254|16|257
960;Elemental Battle Armor [Laser] (Sqd4);BA;1;2;1;332;11|255|256|13|247|14|15|254|16|257
3352;Undine Battle Armor (Upgrade) (Sqd4);BA;1;2;1;336;14|15|254|16|257
9444;Callisto Battle Armor A [HMG] (Sqd5);BA;1;2;1;337;16|257
8609;Clan Medium Battle Armor (Laser)  "Volk" (Sqd5);BA;1;2;1;337;14|15|254|16|257
9519;Cavalier II Battle Armor [SRM] (Sqd5);BA;1;3;1;339;16|257
5617;Purifier Terra Battle Armor [AP Gauss] (Sqd4);BA;1;3;1;344;14|15|254|16|257
9085;Buraq Fast Battle Armor (Sqd6);BA;1;2;1;345;254|16|257
9383;Dragoon Battle Armor (Advanced) (Sqd5);BA;1;3;1;346;14|15|254|16|257
9441;Callisto Battle Armor A [ER Laser] (Sqd5);BA;1;2;1;347;16|257
6366;Oni Battle Armor [PPC] (Sqd4);BA;1;3;1;347;16|257
8960;Undine Battle Armor (Sqd6);BA;1;2;1;352;13|247|14|15|254|16|257
4123;Elemental II Battle Armor (Sqd4);BA;1;2;1;354;15|254|16|257
951;Elemental Battle Armor (Fire) [MicroPL] (Sqd4);BA;1;2;1;355;14|15|254|16|257
962;Elemental Battle Armor [MicroPL] (Sqd4);BA;1;2;1;356;13|247|14|15|254|16|257
8018;Cavalier II Battle Armor [MRR] (Sqd4);BA;1;3;1;357;16|257
8835;Elemental III Battle Armor [Flamer] (Sqd5);BA;1;2;1;357;15|254|16|257
8822;Surat (Gray Death) Solahma Suit (Sqd5);BA;1;3;1;357;15|254|16|257
8740;Oni Battle Armor [Bearhunter] (Sqd5);BA;1;3;1;359;16|257
8610;Clan Medium Battle Armor (Naval) "Bär" (Sqd5);BA;1;2;1;362;14|15|254|16|257
8492;Elemental Battle Armor (Space) [MicroPL] (Sqd5);BA;1;2;1;366;247|14|15|254|16|257
5616;Purifier Terra Battle Armor [SPL] (Sqd4);BA;1;3;1;368;14|15|254|16|257
8485;Clan Medium Battle Armor "Rache" (Sqd5);BA;1;2;1;372;14|15|254|16|257
8584;Salamander Battle Armor (Sqd5);BA;1;2;1;372;13|247|14|15|254|16|257
8854;Elemental Battle Armor (Space) [Flamer] (Sqd6);BA;1;2;1;374;255|256|13|247|14|15|254|16|257
8855;Elemental Battle Armor (Space) [MG] (Sqd6);BA;1;2;1;374;255|256|13|247|14|15|254|16|257
8029;Longinus C Battle Armor [MRR] (Sqd4);ba;1;3;1;376;16|257
8968;Afreet Medium Battle Armor (Sqd6);BA;1;2;1;376;247|14|15|254|16|257
9439;Callisto Battle Armor A [Bearhunter] (Sqd6);BA;1;2;1;380;16|257
9357;TinStar Battle Armor (Original) (Sqd4);ba;1;3;1;382;15|254|16|257
9446;Callisto Battle Armor B [MRR] (Sqd4);BA;1;2;1;383;16|257
8784;Gray Death Strike Suit (HarJel) (Sqd5);BA;1;3;1;383;254|16|257
8853;Elemental Battle Armor (Headhunter) (Sqd6);BA;1;2;1;386;13|247|14|15|254|16|257
6365;Oni Battle Armor [MRR] (Sqd4);BA;1;3;1;387;16|257
8726;Wraith Battle Armor (Anti-Infantry) (Sqd5);BA;1;2;1;391;254|16|257
8725;Wraith Battle Armor (Sqd5);BA;1;2;1;392;254|16|257
8582;Salamander Battle Armor (Anti-Infantry) (Sqd5);BA;1;2;1;394;14|15|254|16|257
8583;Salamander Battle Armor (Laser) (Sqd5);BA;1;2;1;394;247|14|15|254|16|257
9517;Cavalier II Battle Armor [PPC] (Sqd5);BA;1;3;1;395;16|257
9514;Cavalier II Battle Armor [Flamer] (Sqd6);BA;1;3;1;396;16|257
8456;Elemental III Battle Armor [AP Gauss] (Sqd4);BA;1;2;1;396;15|254|16|257
8739;Oni Battle Armor [Narc] (Sqd5);BA;1;3;1;402;16|257
8487;Elemental Battle Armor (Fire) [Flamer] (Sqd5);BA;1;2;1;403;14|15|254|16|257
8495;Elemental Battle Armor [Flamer] (Sqd5);BA;1;2;1;404;11|255|256|13|247|14|15|254|16|257
8498;Elemental Battle Armor [MG] (Sqd5);BA;1;2;1;404;11|255|256|13|247|14|15|254|16|257
9449;Callisto Battle Armor B [SRM] (Sqd4);BA;1;2;1;404;16|257
9445;Callisto Battle Armor A [HMG] (Sqd6);BA;1;2;1;408;16|257
8496;Elemental Battle Armor [HMG] (Sqd5);BA;1;2;1;415;13|247|14|15|254|16|257
8975;Clan Medium Battle Armor "Rabid" (Sqd6);BA;1;2;1;418;247|14|15|254|16|257
9442;Callisto Battle Armor A [ER Laser] (Sqd6);BA;1;2;1;422;16|257
5614;Purifier Terra Battle Armor [ERSL] (Sqd4);BA;1;3;1;424;14|15|254|16|257
8494;Elemental Battle Armor [ERMicroL] (Sqd5);BA;1;2;1;426;13|247|14|15|254|16|257
949;Elemental Battle Armor (Fire) [AP Gauss] (Sqd4);BA;1;2;1;428;14|15|254|16|257
956;Elemental Battle Armor [AP Gauss] (Sqd4);BA;1;2;1;428;14|15|254|16|257
8973;Clan Medium Battle Armor (Laser) "Volk" (Sqd6);BA;1;2;1;433;14|15|254|16|257
8836;Elemental III Battle Armor [MicroPL] (Sqd5);BA;1;2;1;434;15|254|16|257
9520;Cavalier II Battle Armor [SRM] (Sqd6);BA;1;3;1;436;16|257
8603;Afreet Medium Battle Armor (Jade Falcon) (Sqd5);BA;1;2;1;439;14|15|254|16|257
8711;Purifier Terra Battle Armor [MRR] (Sqd5);BA;1;3;1;441;14|15|254|16|257
8625;Gray Death Strike Suit (Prototype) (Sqd5);BA;1;3;1;443;14
8724;Buraq Fast Battle Armor (Support) (Sqd5);BA;1;2;1;444;254|16|257
9384;Dragoon Battle Armor (Advanced) (Sqd6);BA;1;3;1;445;14|15|254|16|257
8497;Elemental Battle Armor [Laser] (Sqd5);BA;1;2;1;447;11|255|256|13|247|14|15|254|16|257
8597;Undine Battle Armor (Upgrade) (Sqd5);BA;1;2;1;452;14|15|254|16|257
9198;Elemental III Battle Armor [Flamer] (Sqd6);BA;1;2;1;459;15|254|16|257
9185;Surat (Gray Death) Solahma Suit (Sqd6);BA;1;3;1;459;15|254|16|257
9103;Oni Battle Armor [Bearhunter] (Sqd6);BA;1;3;1;462;16|257
8713;Purifier Terra Battle Armor [AP Gauss] (Sqd5);BA;1;3;1;463;14|15|254|16|257
8974;Clan Medium Battle Armor (Naval) "Bär" (Sqd6);BA;1;2;1;465;14|15|254|16|257
8738;Oni Battle Armor [PPC] (Sqd5);BA;1;3;1;467;16|257
8856;Elemental Battle Armor (Space) [MicroPL] (Sqd6);BA;1;2;1;471;247|14|15|254|16|257
8616;Elemental II Battle Armor (Sqd5);BA;1;2;1;477;15|254|16|257
8849;Clan Medium Battle Armor "Rache" (Sqd6);BA;1;2;1;478;14|15|254|16|257
8948;Salamander Battle Armor (Sqd6);BA;1;2;1;479;13|247|14|15|254|16|257
8488;Elemental Battle Armor (Fire) [MicroPL] (Sqd5);BA;1;2;1;479;14|15|254|16|257
8499;Elemental Battle Armor [MicroPL] (Sqd5);BA;1;2;1;480;13|247|14|15|254|16|257
9515;Cavalier II Battle Armor [MRR] (Sqd5);BA;1;3;1;481;16|257
9147;Gray Death Strike Suit (HarJel) (Sqd6);BA;1;3;1;493;254|16|257
8712;Purifier Terra Battle Armor [SPL] (Sqd5);BA;1;3;1;495;14|15|254|16|257
9089;Wraith Battle Armor (Anti-Infantry) (Sqd6);BA;1;2;1;502;254|16|257
9088;Wraith Battle Armor (Sqd6);BA;1;2;1;503;254|16|257
9213;Longinus C Battle Armor [MRR] (Sqd5);ba;1;3;1;506;16|257
8946;Salamander Battle Armor (Anti-Infantry) (Sqd6);BA;1;2;1;506;14|15|254|16|257
8947;Salamander Battle Armor (Laser) (Sqd6);BA;1;2;1;506;247|14|15|254|16|257
9518;Cavalier II Battle Armor [PPC] (Sqd6);BA;1;3;1;507;16|257
9447;Callisto Battle Armor B [MRR] (Sqd5);BA;1;2;1;510;16|257
9358;TinStar Battle Armor (Original) (Sqd5);ba;1;3;1;515;15|254|16|257
9102;Oni Battle Armor [Narc] (Sqd6);BA;1;3;1;517;16|257
8851;Elemental Battle Armor (Fire) [Flamer] (Sqd6);BA;1;2;1;518;14|15|254|16|257
8859;Elemental Battle Armor [Flamer] (Sqd6);BA;1;2;1;520;11|255|256|13|247|14|15|254|16|257
8862;Elemental Battle Armor [MG] (Sqd6);BA;1;2;1;520;11|255|256|13|247|14|15|254|16|257
8737;Oni Battle Armor [MRR] (Sqd5);BA;1;3;1;521;16|257
8834;Elemental III Battle Armor [AP Gauss] (Sqd5);BA;1;2;1;532;15|254|16|257
9450;Callisto Battle Armor B [SRM] (Sqd5);BA;1;2;1;533;16|257
8860;Elemental Battle Armor [HMG] (Sqd6);BA;1;2;1;534;13|247|14|15|254|16|257
8858;Elemental Battle Armor [ERMicroL] (Sqd6);BA;1;2;1;548;13|247|14|15|254|16|257
9531;Longinus C Battle Armor [PPC] (Sqd6);ba;1;3;1;554;16|257
9199;Elemental III Battle Armor [MicroPL] (Sqd6);BA;1;2;1;558;15|254|16|257
8967;Afreet Medium Battle Armor (Jade Falcon) (Sqd6);BA;1;2;1;565;14|15|254|16|257
9075;Purifier Terra Battle Armor [MRR] (Sqd6);BA;1;3;1;568;14|15|254|16|257
8989;Gray Death Strike Suit (Prototype) (Sqd6);BA;1;3;1;569;14
9087;Buraq Fast Battle Armor (Support) (Sqd6);BA;1;2;1;571;254|16|257
8710;Purifier Terra Battle Armor [ERSL] (Sqd5);BA;1;3;1;571;14|15|254|16|257
8861;Elemental Battle Armor [Laser] (Sqd6);BA;1;2;1;575;11|255|256|13|247|14|15|254|16|257
8486;Elemental Battle Armor (Fire) [AP Gauss] (Sqd5);BA;1;2;1;576;14|15|254|16|257
8493;Elemental Battle Armor [AP Gauss] (Sqd5);BA;1;2;1;577;14|15|254|16|257
8961;Undine Battle Armor (Upgrade) (Sqd6);BA;1;2;1;581;14|15|254|16|257
9077;Purifier Terra Battle Armor [AP Gauss] (Sqd6);BA;1;3;1;595;14|15|254|16|257
9101;Oni Battle Armor [PPC] (Sqd6);BA;1;3;1;601;16|257
8980;Elemental II Battle Armor (Sqd6);BA;1;2;1;613;15|254|16|257
8852;Elemental Battle Armor (Fire) [MicroPL] (Sqd6);BA;1;2;1;615;14|15|254|16|257
8863;Elemental Battle Armor [MicroPL] (Sqd6);BA;1;2;1;617;13|247|14|15|254|16|257
9516;Cavalier II Battle Armor [MRR] (Sqd6);BA;1;3;1;618;16|257
9076;Purifier Terra Battle Armor [SPL] (Sqd6);BA;1;3;1;637;14|15|254|16|257
9448;Callisto Battle Armor B [MRR] (Sqd6);BA;1;2;1;651;16|257
9529;Longinus C Battle Armor [MRR] (Sqd6);ba;1;3;1;651;16|257
9359;TinStar Battle Armor (Original) (Sqd6);ba;0;3;1;662;15|254|16|257
9100;Oni Battle Armor [MRR] (Sqd6);BA;1;3;1;670;16|257
9451;Callisto Battle Armor B [SRM] (Sqd6);BA;1;2;1;676;16|257
9197;Elemental III Battle Armor [AP Gauss] (Sqd6);BA;1;2;1;684;15|254|16|257
9074;Purifier Terra Battle Armor [ERSL] (Sqd6);BA;1;3;1;734;14|15|254|16|257
8850;Elemental Battle Armor (Fire) [AP Gauss] (Sqd6);BA;1;2;1;740;14|15|254|16|257
8857;Elemental Battle Armor [AP Gauss] (Sqd6);BA;1;2;1;742;14|15|254|16|257
8383;Undine Battle Armor "Sebastian" (Sqd4);BA;1;2;1.5;229;16|257
4124;Elemental II Battle Armor X (Sqd4);BA;1;2;1.5;230;14
4932;Rogue Bear Heavy Battle Armor HR (Sqd4);BA;1;3;1.5;250;14|15
3228;Thunderbird Battle Armor [AP Gauss] (Sqd4);BA;1;2;1.5;260;15|254|16|257
4930;Rogue Bear Heavy Battle Armor (Hybrid) (Sqd4);BA;1;3;1.5;270;15|254|16|257
3230;Thunderbird Battle Armor [Pulse Laser] (Sqd4);BA;1;2;1.5;272;15|254|16|257
8385;Gnome Battle Armor "Dwarf" (Sqd4);BA;1;3;1.5;276;16|257
6242;Black Wolf Battle Armor [Plasma] (Sqd4);BA;1;2;1.5;280;16|257
6240;Black Wolf Battle Armor [Heavy Flamer] (Sqd4);BA;1;2;1.5;289;16|257
6241;Black Wolf Battle Armor [Heavy Mortar] (Sqd4);BA;1;2;1.5;294;16|257
9212;Gnome Battle Armor (Sqd3);BA;1;2;1.5;299;13|247|14|15|254|16|257
3229;Thunderbird Battle Armor [ER Laser] (Sqd4);BA;1;2;1.5;300;15|254|16|257
6243;Black Wolf Battle Armor [LB-X] (Sqd4);BA;1;2;1.5;303;16|257
8617;Elemental II Battle Armor X (Sqd5);BA;1;2;1.5;310;14
6737;Thunderbird Battle Armor (Upgrade) [LB-X] (Sqd4);BA;1;2;1.5;323;15|254|16|257
8662;Rogue Bear Heavy Battle Armor HR (Sqd5);BA;1;3;1.5;336;14|15
6738;Thunderbird Battle Armor (Upgrade) [Pulse Laser] (Sqd4);BA;1;2;1.5;339;15|254|16|257
7357;Thunderbird II Battle Armor (Sqd4);BA;1;2;1.5;345;16|257
4931;Rogue Bear Heavy Battle Armor (Sqd4);BA;1;2;1.5;346;14|15|254|16|257
6239;Black Wolf Battle Armor [ERSPL] (Sqd4);BA;1;2;1.5;348;16|257
8589;Thunderbird Battle Armor [AP Gauss] (Sqd5);BA;1;2;1.5;350;15|254|16|257
1217;Gnome Battle Armor (Upgrade) [Bearhunter] (Sqd4);BA;1;2;1.5;354;14|15|254|16|257
8660;Rogue Bear Heavy Battle Armor (Hybrid) (Sqd5);BA;1;3;1.5;363;15|254|16|257
8591;Thunderbird Battle Armor [Pulse Laser] (Sqd5);BA;1;2;1.5;366;15|254|16|257
6736;Thunderbird Battle Armor (Upgrade) [ER Laser] (Sqd4);BA;1;2;1.5;367;15|254|16|257
7391;Grenadier II Battle Armor B (Sqd4);BA;1;3;1.5;370;16|257
4005;Corona Heavy Battle Armor (SRM) (Sqd4);BA;1;2;1.5;373;14
7389;Grenadier II Battle Armor A (Sqd4);BA;1;3;1.5;377;16|257
8730;Black Wolf Battle Armor [Plasma] (Sqd5);BA;1;2;1.5;377;16|257
8728;Black Wolf Battle Armor [Heavy Flamer] (Sqd5);BA;1;2;1.5;389;16|257
1218;Gnome Battle Armor (Upgrade) [MRR] (Sqd4);BA;1;2;1.5;391;14|15|254|16|257
8729;Black Wolf Battle Armor [Heavy Mortar] (Sqd5);BA;1;2;1.5;396;16|257
6734;Rogue Bear Heavy Battle Armor (Upgrade) (Sqd4);BA;1;2;1.5;396;254|16|257
8981;Elemental II Battle Armor X (Sqd6);BA;1;2;1.5;399;14
8590;Thunderbird Battle Armor [ER Laser] (Sqd5);BA;1;2;1.5;404;15|254|16|257
8731;Black Wolf Battle Armor [LB-X] (Sqd5);BA;1;2;1.5;407;16|257
1219;Gnome Battle Armor (Upgrade) [Pulse Laser] (Sqd4);BA;1;2;1.5;408;14|15|254|16|257
1216;Gnome Battle Armor (Sqd4);BA;1;2;1.5;431;13|247|14|15|254|16|257
9026;Rogue Bear Heavy Battle Armor HR (Sqd6);BA;1;3;1.5;432;14|15
8792;Thunderbird Battle Armor (Upgrade) [LB-X] (Sqd5);BA;1;2;1.5;435;15|254|16|257
9414;Stormbird Battle Armor (Jade Falcon) (Sqd4);ba;1;2;1.5;436;15|254|16|257
8953;Thunderbird Battle Armor [AP Gauss] (Sqd6);BA;1;2;1.5;450;15|254|16|257
